"","name","year","nominations","rating","duration","Action","Adventure","Biography","Comedy","Crime","Drama","Musical","Western","Family","Film-Noir","History","Mystery","Romance","Sport","War","director_name","actor_2_name","gross","actor_1_name","actor_3_name","plot_keywords","language","country","budget","Fantasy","Sci.Fi","Thriller","Documentary","Horror","Animation"
"1851","TORQUE",2004,0,4,84,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Joseph Kahn","Jay Hernandez",21176322,"Dane Cook","Christina Milian","murder|on the run|security camera|surveillance footage|timebomb","English","USA",4e+07,0,0,0,0,0,0
"1852","MEAN GIRLS",2004,0,7,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Mark Waters","Amy Poehler",86049418,"Tina Fey","Neil Flynn","bully|clique|high school|high school girl|secret","English","USA",1.7e+07,0,0,0,0,0,0
"1853","SOUL SURFER",2011,0,7.1,106,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"Sean McNamara","Chris Brochu",43853424,"Dennis Quaid","Craig T. Nelson","christian|christian film|shark|surfer|surfing","English","USA",1.8e+07,0,0,0,0,0,0
"1854","MRS. WINTERBOURNE",1996,0,6.2,105,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Richard Benjamin","Jane Krakowski",10070000,"Brendan Fraser","Cathryn de Prume","love|train|train wreck|twin brother|two word title","English","USA",2.5e+07,0,0,0,0,0,0
"1855","ZOOM",2006,0,4.2,83,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Peter Hewitt","Rip Torn",11631245,"Kevin Zegers","Thomas F. Wilson","bruise|female hero|super strength|superhero|teenage superhero","English","USA",3.5e+07,0,1,0,0,0,0
"1856","BLACK SNAKE MOAN",2006,0,7,116,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Craig Brewer","Michael Raymond-James",9396487,"Justin Timberlake","S. Epatha Merkerson","breasts|nipples visible through clothing|nudity|rear entry sex|white panties","English","USA",1.5e+07,0,0,0,0,0,0
"1857","JOHNSON FAMILY VACATION",2004,0,4.3,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Christopher Erskin","Shannon Elizabeth",31179516,"Vanessa Williams","Shad Moss","cross country|cross country trip|highway travel|on the road|road movie","English","USA",1.2e+07,0,0,0,0,0,0
"1858","BRAVE",2012,0,7.2,93,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Mark Andrews","John Ratzenberger",237282182,"Kelly Macdonald","Julie Walters","archery|coming of age|female warrior|princess|rebellious daughter","English","USA",1.85e+08,1,0,0,0,0,1
"1859","FAST TIMES AT RIDGEMONT HIGH",1982,0,7.2,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Amy Heckerling","Judge Reinhold",48468407.5268093,"Jennifer Jason Leigh","Vincent Schiavelli","break up|california|high school|surfer|teacher","English","USA",4500000,0,0,0,0,0,0
"1860","SHOULD'VE BEEN ROMEO",2012,0,6.7,107,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Marc Bennett","Natasha Henstridge",48468407.5268093,"Michael Rapaport","Costas Mandylor","Unknown","English","USA",5e+06,0,0,0,0,0,0
"1861","KING'S RANSOM",2005,0,4.1,95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Jeffrey W. Byrd","Loretta Devine",4006906,"Donald Faison","Regina Hall","hit in the crotch|kidnapping|nail gun|police|release from prison","English","USA",1.5e+07,0,0,0,0,0,0
"1862","LOVELY, STILL",2008,0,7.3,90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Nicholas Fackler","Ellen Burstyn",124720,"Adam Scott","Martin Landau","christmas|fable|old man","English","USA",5e+06,0,0,0,0,0,0
"1863","READY TO RUMBLE",2000,0,5.3,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Brian Robbins","Ellen Albertini Dow",12372410,"Oliver Platt","Martin Landau","gay subtext|homoerotic fight|homoeroticism|homosexual subtext|wcw wrestling","English","USA",2.4e+07,0,0,0,0,0,0
"1865","SHARK NIGHT 3D",2011,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David R. Ellis","Joel David Moore",18860403,"Chris Zylka","Katharine McPhee","lake|louisiana|redneck|shark|vacation","English","USA",2.5e+07,0,0,1,0,1,0
"1866","LOVE HAPPENS",2009,0,5.6,109,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Brandon Camp","Sasha Alexander",22927390,"Judy Greer","Frances Conroy","florist|motivational speaker|self help guru|seminar|widower","English","USA",1.8e+07,0,0,0,0,0,0
"1867","THE DIVIDE",2011,0,5.8,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Xavier Gens","Lauren German",22000,"Michael Biehn","Rosanna Arquette","doggystyle sex|rough sex|sodomy|torture|violent sex","English","Germany",3e+06,0,1,1,0,0,0
"1868","PCU",1994,0,6.5,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hart Bochner","Matt Ross",4350774,"Jon Favreau","Chris Young","college|high school senior|meat|protest|university","English","USA",8e+06,0,0,0,0,0,0
"1869","CARS",2006,0,7.2,117,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,"John Lasseter","Cheech Marin",244052771,"John Ratzenberger","George Carlin","car|desert|route 66|tow truck|truck","English","USA",1.2e+08,0,0,0,0,0,1
"1870","MISSION TO MARS",2000,0,5.6,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brian De Palma","Connie Nielsen",60874615,"Don Cheadle","Kim Delaney","astronaut|mars|mars the planet|outer space|zero gravity","English","USA",9e+07,0,1,1,0,0,0
"1871","VIRGIN TERRITORY",2007,0,4.8,97,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,"David Leland","Ryan Cartwright",48468407.5268093,"Hayden Christensen","David Walliams","breasts|nude nun|plague|russian nobleman|two word title","English","Italy",3.8e+07,0,0,0,0,0,0
"1872","WILD",2014,0,7.1,115,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Jean-Marc Vall?e","Kevin Rankin",37877959,"Michiel Huisman","Gaby Hoffmann","female protagonist|grief|hiking|loss of mother|mother daughter relationship","English","USA",1.5e+07,0,0,0,0,0,0
"1873","THE TEN",2007,0,5,96,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"David Wain","Ken Marino",766487,"Jon Hamm","Ron Silver","death|mexico|sabbath|surgeon|ten stories","English","USA",5250000,0,0,0,0,0,0
"1875","MUST LOVE DOGS",2005,0,5.9,98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Gary David Goldberg","Victor Webster",43894863,"Stockard Channing","Elizabeth Perkins","date|dating|dog|love|teacher","English","USA",3e+07,0,0,0,0,0,0
"1876","THE FOG",1980,0,6.8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Carpenter","Hal Holbrook",21378000,"Jamie Lee Curtis","Janet Leigh","california|fog|leper|lighthouse|ship","English","USA",1e+06,1,0,0,0,1,0
"1877","HONEY",2003,0,5.3,94,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"Bille Woodruff","Mekhi Phifer",30222640,"Christian Monzon","Romeo Miller","choreographer|dance|dancer|dancing|hip hop","English","USA",2.5e+07,0,0,0,0,0,0
"1878","PROM NIGHT",2008,0,3.9,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nelson McCormick","Scott Porter",43818159,"Ming-Na Wen","Collins Pennie","friend|hotel|killer|murder|prom","English","USA",2e+07,0,0,0,0,1,0
"1879","STEP UP REVOLUTION",2012,0,6.5,99,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"Scott Speer","Stephen Boss",35057332,"Ryan Guzman","Misha Gabriel Hamilton","3 dimensional|dance|dancer|dancing|flash mob","English","USA",3.3e+07,0,0,0,0,0,0
"1880","THE HAUNTING OF MOLLY HARTLEY",2008,0,3.8,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mickey Liddell","Randy Wayne",13350177,"Jessica Lowndes","Haley Bennett","18th birthday|birthday|community center|resurrection|teenager","English","USA",5e+06,0,0,1,0,1,0
"1881","THREE TO TANGO",1999,0,6.1,98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Damon Santostefano","Oliver Platt",10544143,"Matthew Perry","David Ramsey","architect|award|farce|love|misunderstanding","English","Australia",2e+07,0,0,0,0,0,0
"1882","THE HUNCHBACK OF NOTRE DAME",1996,0,6.9,91,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"Gary Trousdale","Jason Alexander",100117603,"Demi Moore","Bill Fagerbakke","15th century|cathedral|gypsy|paris|victor hugo","English","USA",1e+08,0,0,0,0,0,1
"1883","THE ADVENTURES OF HUCK FINN",1993,0,6.2,108,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,"Stephen Sommers","Frances Conroy",24103594,"Curtis Armstrong","Anne Heche","boy|lesson|mississippi river|river|slave","English","USA",6500000,0,0,0,0,0,0
"1884","IN TOO DEEP",1999,0,6.1,95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Michael Rymer","Omar Epps",14003141,"LL Cool J","Nia Long","cunnilingus|oral sex|police|sex scene|undercover","English","USA",7e+06,0,0,1,0,0,0
"1885","CRAZY IN ALABAMA",1999,0,6.3,111,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Antonio Banderas","Elizabeth Perkins",1954202,"Meat Loaf","Noah Emmerich","abusive husband|alabama|boy|dream|sheriff","English","USA",1.5e+07,0,0,0,0,0,0
"1886","AVATAR",2009,0,7.9,178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"James Cameron","Joel David Moore",760505847,"CCH Pounder","Wes Studi","avatar|future|marine|native|paraplegic","English","USA",2.37e+08,1,1,0,0,0,0
"1887","THINK LIKE A MAN TOO",2014,0,5.7,106,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Tim Story","Regina Hall",65182182,"Romany Malco","David Walton","african american|imperative in title|las vegas nevada|nevada|wedding","English","USA",2.4e+07,0,0,0,0,0,0
"1888","THE HEAT",2013,0,6.6,123,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Paul Feig","William Xifaras",159578352,"Michael Rapaport","Demi?n Bichir","drug lord|fbi|fbi agent|hospital|shot in the crotch","English","USA",4.3e+07,0,0,0,0,0,0
"1889","NEXT DAY AIR",2009,0,5.9,84,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Benny Boom","Donald Faison",10017041,"Omari Hardwick","Mike Epps","cocaine|package|slow motion scene|topless female nudity|wrong address","English","USA",3e+06,0,0,0,0,0,0
"1890","YOU AGAIN",2010,0,5.8,105,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"Andy Fickman","James Wolk",25677801,"Jamie Lee Curtis","Christine Lakin","dancing|dog|flight|hostility|travel","English","USA",2e+07,0,0,0,0,0,0
"1891","MARLEY & ME",2008,0,7.1,115,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"David Frankel","Kathleen Turner",143151473,"Eric Dane","Haley Bennett","box office hit|dog|dog movie|florida|pet name in title","English","USA",6e+07,0,0,0,0,0,0
"1892","THE SWEENEY",2012,0,6.1,112,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Nick Love","Ray Winstone",26345,"Hayley Atwell","Alan Ford","bank|criminal|detective|flying squad|policewoman","English","UK",3e+06,0,0,0,0,0,0
"1894","LOTTERY TICKET",2010,0,4.9,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Erik White","Loretta Devine",24708699,"Brandon T. Jackson","Shad Moss","block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend","English","USA",39752620.4363876,0,0,0,0,0,0
"1895","ANNIE",2014,0,5.2,118,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"Will Gluck","Dorian Missick",85911262,"Quvenzhan? Wallis","David Zayas","billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek","English","USA",6.5e+07,0,0,0,0,0,0
"1896","RIDING IN CARS WITH BOYS",2001,0,6.4,132,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Penny Marshall","Adam Garcia",29781453,"Rosie Perez","Alissa Dean","boy|college|heroin|working class|writer","English","USA",4.8e+07,0,0,0,0,0,0
"1897","THE PERFECT MAN",2005,0,5.5,100,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"Mark Rosman","Chris Noth",16247775,"Ben Feldman","Vanessa Lengies","e mail|moving|perfect man|secret admirer|suitor","English","USA",2.5e+07,0,0,0,0,0,0
"1899","RED STATE",2011,0,6.2,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Kevin Smith","Michael Angarano",48468407.5268093,"Anna Gunn","Stephen Root","atf agent|ball gag|cult leader|pastor|pretending to be dead","English","USA",4e+06,0,0,1,0,1,0
"1900","FRANKENWEENIE",2012,0,7,87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Tim Burton","Catherine O'Hara",35287788,"Martin Landau","Atticus Shaffer","dog|life|remake by original director|science|stop motion animation","English","USA",3.9e+07,0,1,0,0,1,1
"1901","CEDAR RAPIDS",2011,0,6.3,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Miguel Arteta","Stephen Root",6857503,"Kurtwood Smith","Alia Shawkat","award|cedar rapids iowa|convention|hotel|insurance","English","USA",39752620.4363876,0,0,0,0,0,0
"1902","NAKED GUN 33 1/3: THE FINAL INSULT",1994,0,6.4,83,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Peter Segal","Fred Ward",51109400,"George Kennedy","Priscilla Presley","retirement|spoof|terrorist|transsexual|undercover","English","USA",3e+07,0,0,0,0,0,0
"1904","RATATOUILLE",2007,0,8,111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Brad Bird","John Ratzenberger",206435493,"Janeane Garofalo","Brian Dennehy","chef|food|french|rat|restaurant","English","USA",1.5e+08,1,0,0,0,0,1
"1905","BUFFALO '66",1998,0,7.5,110,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,"Vincent Gallo","Vincent Gallo",2365931,"Anjelica Huston","Jan-Michael Vincent","shower|stripper|tap dancing|underwear|undressing","English","USA",1500000,0,0,0,0,0,0
"1906","SEVEN PSYCHOPATHS",2012,0,7.2,110,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Martin McDonagh","Gabourey Sidibe",14989761,"Abbie Cornish","Michael Stuhlbarg","dognapping|gangster|misfiring gun|screenwriter|shih tzu","English","UK",1.5e+07,0,0,0,0,0,0
"1908","FORTRESS",1992,0,5.9,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Stuart Gordon","Kurtwood Smith",6739141,"Christopher Lambert","Clifton Collins Jr.","escape|future|population control|prison|prisoner","English","Australia",8e+06,0,1,1,0,0,0
"1909","SOUL FOOD",1997,0,6.9,115,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"George Tillman Jr.","Mekhi Phifer",43490057,"Vanessa Williams","Vivica A. Fox","1990s|family relationships|food in title|sister|unity","English","USA",7500000,0,0,0,0,0,0
"1910","DODGEBALL: A TRUE UNDERDOG STORY",2004,0,6.7,92,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Rawson Marshall Thurber","Stephen Root",114324072,"Gary Cole","Joel David Moore","dodgeball|gym|las vegas|pirate|ups","English","USA",2e+07,0,0,0,0,0,0
"1911","BEVERLY HILLS CHIHUAHUA",2008,0,3.7,91,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,"Raja Gosnell","Nick Zano",94497271,"Jamie Lee Curtis","Ali Hillis","chihuahua|german shepherd|mexico|potted plant|tijuana mexico","English","USA",2e+07,0,0,0,0,0,0
"1912","CHEAP THRILLS",2013,0,6.8,88,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"E.L. Katz","Ethan Embry",59379,"Brighton Sharbino","Elissa Dowling","cocaine|extramarital affair|sex|shooting|violence","English","USA",2e+05,0,0,1,0,1,0
"1913","BLONDE AMBITION",2007,0,3.9,93,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Scott Marshall","Drew Waters",5561,"Drew Fuller","Larry Miller","boss|business|career|confidence|female protagonist","English","USA",1e+07,0,0,0,0,0,0
"1914","PREDATOR 2",1990,0,6.2,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stephen Hopkins","Robert Davi",30669413,"Adam Baldwin","Kevin Peter Hall","alien|drug lord|gang|hunter|predator","English","USA",3.5e+07,0,1,0,0,1,0
"1915","WRISTCUTTERS: A LOVE STORY",2006,0,7.4,88,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Goran Dukic","Patrick Fugit",104077,"Leslie Bibb","Chase Ellison","afterlife|camping|death|hitchhiker|suicide","English","USA",1e+06,1,0,0,0,0,0
"1916","THE LEAGUE OF EXTRAORDINARY GENTLEMEN",2003,0,5.8,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stephen Norrington","Max Ryan",66462600,"Jason Flemyng","Tony Curran","box office flop|captain nemo|dorian gray|invisible man|steampunk","English","USA",7.8e+07,1,1,0,0,0,0
"1917","A CIVIL ACTION",1998,0,6.5,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Steven Zaillian","Kathleen Quinlan",56702901,"Robert Duvall","Sydney Pollack","1980s|law firm|lawsuit|lawyer|toxic waste","English","USA",6e+07,0,0,0,0,0,0
"1919","HOSTEL: PART II",2007,0,5.4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eli Roth","Lauren German",17544812,"Jay Hernandez","Stanislav Ianevski","american|hostel|slovakia|torture|train","English","USA",1e+07,0,0,0,0,1,0
"1920","SHREK THE THIRD",2007,0,6.1,93,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Chris Miller","Eric Idle",320706665,"Justin Timberlake","Rupert Everett","disney spoof|fairy tale|prince|princess|tough guy","English","USA",1.6e+08,1,0,0,0,0,1
"1922","BLAZING SADDLES",1974,0,7.8,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Mel Brooks","David Huddleston",119500000,"Madeline Kahn","Harvey Korman","railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874","English","USA",2600000,0,0,0,0,0,0
"1923","DARK CITY",1998,0,7.7,111,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Alex Proyas","William Hurt",14337579,"Rufus Sewell","Bruce Spence","memory|murder|neo noir|retrofuturism|tech noir","English","Australia",2.7e+07,1,1,1,0,0,0
"1924","FREDDY VS. JASON",2003,0,5.8,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ronny Yu","Jason Ritter",82163317,"Katharine Isabelle","Zack Ward","elm street|freddy krueger|jason voorhees|serial killer|slasher","English","USA",3e+07,0,0,1,0,1,0
"1926","NURSE 3D",2013,0,4.6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Douglas Aarniokoski","Katrina Bowden",48468407.5268093,"Boris Kodjoe","Kathleen Turner","carnage|female nudity|purple panties|sexual attraction|shaved labia","English","USA",1e+07,0,0,1,0,1,0
"1927","WIN A DATE WITH TAD HAMILTON!",2004,0,5.6,95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Robert Luketic","Gary Cole",16964743,"Topher Grace","Nathan Lane","best friend|contest|date|small town|west virginia","English","USA",2.4e+07,0,0,0,0,0,0
"1928","RAISE YOUR VOICE",2004,0,5.9,103,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"Sean McNamara","Rebecca De Mornay",10411980,"Oliver James","Jason Ritter","music school|scholarship|small town|stage fright|three word title","English","USA",1.5e+07,0,0,0,0,0,0
"1930","THERE'S SOMETHING ABOUT MARY",1998,0,7.1,107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Bobby Farrelly","Lin Shaye",176483808,"Sarah Silverman","Richard Tyson","accident|curtain call|dream girl|high school|prom","English","USA",2.3e+07,0,0,0,0,0,0
"1931","THIS IS WHERE I LEAVE YOU",2014,0,6.6,103,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Shawn Levy","Abigail Spencer",34290142,"Tina Fey","Jane Fonda","brother sister relationship|childhood home|man child|sibling|vomiting","English","USA",19800000,0,0,0,0,0,0
"1932","DISTURBING BEHAVIOR",1998,0,5.5,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"David Nutter","Ethan Embry",17411331,"Bruce Greenwood","Katharine Isabelle","blue ribbon|high school|jacket|jock|yogurt","English","Australia",1.5e+07,0,1,1,0,1,0
"1933","THE THOMAS CROWN AFFAIR",1999,0,6.8,113,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"John McTiernan","Faye Dunaway",69304264,"Mark Margolis","Denis Leary","art|insurance investigator|martinique|painting|trust","English","USA",4.8e+07,0,0,1,0,0,0
"1934","THE BOYS FROM BRAZIL",1978,0,7,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Franklin J. Schaffner","Anne Meara",48468407.5268093,"Laurence Olivier","Steve Guttenberg","1970s|jew|nazi|nazi hunter|paraguay","English","UK",1.2e+07,0,0,1,0,0,0
"1935","RI?HIE RI?H",1994,0,5.2,95,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Donald Petrie","John Larroquette",38087756,"Macaulay Culkin","Jonathan Hyde","attempted murder|based on comic book|escape from prison|lost at sea|wealth","English","USA",4e+07,0,0,0,0,0,0
"1936","THE ADVENTURES OF TINTIN",2011,0,7.4,107,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"Steven Spielberg","Mackenzie Crook",77564037,"Toby Jones","Tony Curran","captain|morocco|ship|tintin|treasure","English","USA",1.35e+08,0,0,0,0,0,0
"1937","MY FELLOW AMERICANS",1996,0,6.5,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Peter Segal","Bradley Whitford",22294341,"Wilford Brimley","Sela Ward","gay pride|highway travel|president|road movie|u.s. president","English","USA",21500000,0,0,0,0,0,0
"1938","SHREK FOREVER AFTER",2010,0,6.4,93,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Mike Mitchell","Kathy Griffin",238371987,"Jon Hamm","Mary Kay Place","alternate world|fairy tale parody|female warrior|ogre|true love","English","USA",1.65e+08,1,0,0,0,0,1
"1939","GLEE: THE 3D CONCERT MOVIE",2011,0,5.4,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Kevin Tancharoen","Heather Morris",11860839,"Lea Michele","Kevin McHale","concert|live in concert recording|live performance","English","USA",9e+06,0,0,0,1,0,0
"1940","BEST IN SHOW",2000,0,7.5,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Christopher Guest","Catherine O'Hara",18621249,"John Michael Higgins","Michael McKean","dog show|gay|gay character|gay couple|gay interest","English","USA",6e+06,0,0,0,0,0,0
"1941","THE JONESES",2009,0,6.5,96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Derrick Borte","Gary Cole",1474508,"Demi Moore","Robert Pralgo","envy|fake family|gadget|materialism|unhappy marriage","English","USA",5e+06,0,0,0,0,0,0
"1942","FAT ALBERT",2004,0,4.3,93,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"Joel Zwick","Nick Zano",48114556,"Dania Ramirez","Alice Greczyn","animated sequence|junkyard|love|party|television","English","USA",2.6e+07,1,0,0,0,0,0
"1943","SUPER",2010,0,6.8,96,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"James Gunn","Rainn Wilson",322157,"Linda Cardellini","Paul T. Taylor","drug dealer|superhero|tragedy|tragic hero|tragic love","English","USA",2500000,0,0,0,0,0,0
"1945","BLOOD DONE SIGN MY NAME",2010,0,6.7,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jeb Stuart","Nate Parker",82739,"Ricky Schroder","Lee Norris","based on autobiography|based on novel|based on true story|murder|racism","English","USA",39752620.4363876,0,0,0,0,0,0
"1947","BLESS THE CHILD",2000,0,5.1,107,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Chuck Russell","Jimmy Smits",29374178,"Rufus Sewell","Angela Bettis","easter|fbi|luminol|nurse|omen","English","USA",4e+07,0,0,1,0,1,0
"1948","SEX AND THE CITY 2",2010,0,4.3,146,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Michael Patrick King","Liza Minnelli",95328937,"Chris Noth","Kristin Davis","abu dhabi|box office hit|muslim|nanny|united arab emirates","English","USA",1e+08,0,0,0,0,0,0
"1949","MAX KEEBLE'S BIG MOVE",2001,0,5.3,91,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Tim Hill","Amber Valletta",17292381,"Noel Fisher","Larry Miller","bully|moving|principal|revenge|school","English","USA",1.2e+07,0,0,0,0,0,0
"1950","HEAD OF STATE",2003,0,5.4,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chris Rock","Dylan Baker",37788228,"Bernie Mac","Tracy Morgan","alderman|party|president|presidential candidate|washington d.c.","English","USA",35200000,0,0,0,0,0,0
"1951","WARGAMES",1983,0,7.1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Badham","Barry Corbin",79568000,"Matthew Broderick","Ally Sheedy","computer|game|high school|norad|teenager","English","USA",1.2e+07,0,1,1,0,0,0
"1952","JINGLE ALL THE WAY",1996,0,5.4,94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Brian Levant","Harvey Korman",60573641,"Jim Belushi","Jake Lloyd","action figure|christmas|hero|karate|toy","English","USA",6e+07,0,0,0,0,0,0
"1954","TRUE LIES",1994,0,7.2,141,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"James Cameron","Tia Carrere",146282411,"Jamie Lee Curtis","Tom Arnold","espionage|secret agent|secret mission|spy|spy film","English","USA",1.15e+08,0,0,1,0,0,0
"1955","RUGRATS IN PARIS: THE MOVIE",2000,0,6.1,78,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,"Stig Bergqvist","Casey Kasem",76501438,"Elizabeth Daily","Debbie Reynolds","amusement park|baby|france|paris france|villain","English","Germany",3e+07,0,0,0,0,0,1
"1956","GEORGE OF THE JUNGLE",1997,0,5.4,92,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,"Sam Weisman","Abraham Benrubi",105263257,"Brendan Fraser","Holland Taylor","animal companion|heiress|hero|jungle|male objectification","English","USA",5.5e+07,0,0,0,0,0,0
"1957","HANNAH MONTANA: THE MOVIE",2009,0,4.2,102,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,"Peter Chelsom","Vanessa Williams",79566871,"Emily Osment","Moises Arias","farm|female protagonist|hannah montana|horseback riding|overalls","English","USA",3e+07,0,0,0,0,0,0
"1958","THE HILLS HAVE EYES",2006,0,6.4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alexandre Aja","Greg Nicotero",41777564,"Dan Byrd","Vinessa Shaw","desert|horror movie remake|murder of family|rape|slasher","English","USA",1.5e+07,0,0,0,0,1,0
"1959","SPY KIDS",2001,0,5.4,88,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"Robert Rodriguez","Cheech Marin",112692062,"Alexa PenaVega","Daryl Sabara","brother sister relationship|espionage|rescue|secret agent|spy","English","USA",3.5e+07,0,1,0,0,0,0
"1960","GIRL 6",1996,0,5,108,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Spike Lee","Debi Mazar",4903000,"Michael Imperioli","Gretchen Mol","actress|neighbor|phone sex|queens new york city|sex addiction","English","USA",1.2e+07,0,0,0,0,0,0
